lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
133,0,94.5,7,18,4,0,0,3,0,0
3,0,119.05212983138031,8,17,2,3,1,0,0,0
65,0,129.88357564477414,6,3,4,2,2,0,3,0
192,0,119.746494517747,6,20,3,2,1,0,0,0
39,0,100.78219102172277,6,25,4,0,2,0,0,0
194,1,150.15494591370353,9,26,4,3,1,0,0,0
202,0,128.7,8,28,4,1,1,0,3,0
76,0,117.73299571901991,5,15,4,2,0,1,0,0
176,1,131.68694576815838,7,23,3,3,1,0,0,0
54,0,96.52378684824008,10,5,4,1,0,2,0,0
155,2,172.29196767293323,7,11,4,4,1,1,0,0
183,0,90.95,7,27,4,2,2,0,0,0
239,0,80.70807789420755,10,27,4,3,1,2,0,0
76,0,120.0,10,10,3,0,1,0,0,0
61,0,167.90691544493762,8,17,4,2,0,0,3,0
53,0,88.4414635875493,3,2,4,1,0,0,0,0
139,0,140.84532373494943,12,26,4,3,0,0,4,0
199,0,96.39499767616363,6,1,4,2,1,3,0,0
184,1,164.17714082207303,8,17,4,1,0,0,0,0
38,0,71.1,3,3,4,2,1,3,0,0
127,0,79.2,11,26,4,1,1,3,0,0
47,1,111.01227067137432,3,19,4,2,0,0,1,0
99,0,108.40077095182036,6,5,4,4,2,3,0,0
179,0,98.28377353383877,8,24,4,3,0,2,0,0
54,0,89.66271748417911,3,17,4,1,1,1,0,0
14,0,121.0,6,8,4,2,0,0,0,0
4,0,121.75916238903622,8,17,2,1,0,0,0,0
37,0,133.96805396114564,7,1,4,2,0,0,1,0
156,0,94.53054948051133,7,2,4,1,0,3,0,0
72,0,82.45,3,30,4,4,0,0,0,0
100,0,101.62538183469877,9,16,3,2,0,0,0,0
43,0,88.25728774727602,3,22,4,2,0,3,0,0
105,1,139.0606784427085,9,24,4,0,0,0,3,0
107,0,120.57828746791968,8,2,4,4,0,0,3,0
39,0,117.9,7,2,4,1,2,0,0,0
103,0,93.79447065811254,4,5,3,2,0,0,0,0
317,0,118.60457431924358,8,15,3,2,0,0,0,0
99,0,84.21710816841124,4,9,4,2,0,1,0,0
120,0,159.3,6,2,4,2,0,0,3,0
109,0,80.33111424365434,10,24,3,1,1,0,0,0
154,0,112.34025378250904,8,8,4,1,1,0,0,0
118,0,264.2270387905484,7,11,4,0,1,0,5,0
78,0,118.34896352762524,8,6,4,1,0,0,1,0
68,0,149.57240011781485,8,16,4,1,0,0,3,0
22,0,149.1541147694955,6,8,4,2,0,0,2,0
178,0,129.35485901109644,9,10,4,1,1,0,1,0
207,1,112.5,8,21,4,0,1,0,0,0
172,1,114.75,8,1,4,3,1,0,0,0
12,0,85.5062967912929,2,4,4,2,0,0,0,0
36,1,74.8,11,17,4,7,3,3,0,0
3,0,170.0406435963167,9,11,4,1,1,0,3,0
219,0,127.9872705813692,9,16,3,1,1,0,0,0
173,0,123.11780034016017,8,15,4,0,1,0,0,0
11,0,140.62316175374457,7,6,4,1,0,0,1,0
13,0,116.25300406220308,5,12,4,1,1,1,0,0
118,0,85.44169851678559,6,18,3,0,1,0,0,0
18,0,159.36778708548056,9,23,3,1,0,0,0,0
128,0,137.78200086922595,7,24,4,4,1,0,4,0
139,0,118.2855543063484,8,20,4,6,2,1,0,0
49,0,110.62491978009746,8,5,3,3,0,0,0,0
182,0,186.62734585827863,8,15,4,5,0,1,3,0
168,1,170.56297290825668,9,6,4,3,0,0,1,0
227,0,92.82957210254709,9,30,4,2,2,0,0,0
83,0,95.37834308635531,5,16,4,2,1,1,0,0
9,0,148.93154058800218,3,22,4,2,1,0,0,0
63,1,84.4732534238765,10,18,4,2,1,0,0,0
33,1,135.9,8,8,4,1,0,0,0,0
47,0,116.58275945095512,4,21,4,1,0,2,0,0
105,1,118.8,10,6,4,1,0,0,0,0
137,0,169.71032285368167,6,9,4,4,1,0,5,0
80,1,88.90970505064118,10,25,4,2,1,0,0,0
224,1,128.7,10,23,4,1,1,0,3,0
93,0,118.66335744560939,6,22,4,2,0,0,0,0
60,0,126.9,5,12,4,2,0,0,0,0
110,0,118.30749131656026,8,12,4,2,1,0,0,0
132,1,106.45506829078563,4,5,4,2,0,0,0,0
212,1,223.54818534243626,10,9,4,1,0,1,4,0
90,0,63.34636669032734,6,26,3,3,1,3,0,0
37,0,72.89971456369838,3,3,4,3,1,3,0,0
71,0,207.9,8,9,4,2,1,0,5,0
112,0,116.26671671281883,8,24,3,3,0,0,3,0
35,0,152.72348180035667,5,27,4,2,0,0,3,0
106,0,121.27544493309367,6,19,4,4,2,0,2,0
28,0,72.1872405791682,2,4,4,11,4,0,0,0
296,1,117.0,9,21,3,4,0,1,0,0
21,0,91.0,2,23,4,0,0,0,0,0
33,0,125.1,8,8,4,1,0,3,0,0
99,0,126.9,5,6,4,1,0,0,0,0
29,0,217.48151972921946,6,28,4,1,1,0,3,0
93,0,120.00044034890148,5,20,4,2,1,0,0,0
12,1,126.95765527252924,2,26,4,1,0,0,2,0
153,1,145.24028212564548,8,7,4,1,0,0,0,0
3,0,237.47093227858255,9,8,4,1,0,0,5,0
28,0,80.0560621517141,2,4,4,1,0,0,0,0
30,0,72.45460497691808,2,20,4,2,2,1,0,0
205,0,133.33924072317078,9,3,4,3,1,0,2,0
62,1,120.01560682905931,9,4,4,1,0,0,3,0
96,1,90.63500233903049,4,8,4,1,0,0,0,0
32,1,159.26764326715394,3,25,4,1,0,0,3,0
68,0,80.75,4,3,3,4,1,1,0,0
176,0,96.90935223597856,8,26,4,1,1,0,0,0
246,0,66.05914663748524,9,5,4,2,0,1,0,0
54,0,86.64221735365362,9,11,3,1,2,1,0,0
67,0,109.9776047274278,4,27,4,3,0,0,0,0
18,0,138.95403815358247,7,19,4,1,2,2,0,0
5,0,151.41626099936008,5,16,4,1,0,0,1,0
45,0,65.6637480430457,3,9,2,0,0,0,0,0
154,1,123.55937217407713,7,9,4,1,2,0,3,0
56,0,99.73732889537924,10,9,4,1,0,0,0,0
101,0,95.69191954928431,4,6,3,1,0,0,0,0
104,0,76.5,4,15,4,2,2,1,0,0
288,0,84.30986879155694,11,14,4,3,0,0,2,0
21,0,94.51998590562039,3,9,4,3,0,0,0,0
53,0,125.1,8,26,4,0,0,3,0,0
6,0,145.94825055913822,6,23,4,2,0,0,3,0
18,1,134.6822054276049,8,17,4,1,0,1,0,0
139,0,92.06282041740745,8,20,3,0,1,0,0,0
46,0,145.3591571863993,9,6,4,2,0,1,0,0
21,0,92.83343912781694,2,3,4,3,0,0,0,0
211,0,78.16125293687833,8,18,4,1,0,0,0,0
8,0,150.1121048485599,7,12,4,1,0,1,0,0
28,0,104.34723373210012,3,5,4,0,2,0,3,0
51,0,140.42181623312015,5,12,4,1,1,0,3,0
23,0,125.18741245624354,4,10,4,3,1,0,3,0
32,0,89.1,8,28,4,1,0,3,0,0
75,0,123.89588332187711,7,10,4,1,1,0,2,0
9,0,170.72360685514911,7,5,2,1,0,0,4,0
19,0,114.08407225389622,4,6,4,1,0,3,0,0
27,0,149.27353775333515,5,22,4,2,2,0,2,0
2,0,169.0,9,20,2,1,0,0,0,0
7,0,112.46630973274124,2,28,4,2,1,0,2,0
60,0,134.88565861918133,8,8,4,1,1,0,0,0
215,0,96.3,7,6,4,1,0,0,0,0
215,0,67.6175972258601,11,4,4,1,2,2,0,0
42,0,113.44735675307541,3,19,4,1,2,0,0,0
76,0,76.5,7,3,4,11,4,0,0,0
104,0,159.9,10,29,4,1,2,0,5,0
17,0,139.0,7,15,4,2,0,3,0,0
57,0,77.64224275499632,12,15,4,3,0,3,0,0
6,0,151.0,7,11,4,3,0,0,0,0
206,0,90.95,7,29,4,3,1,0,0,0
180,0,85.5,8,25,4,1,0,3,0,0
34,0,113.90388507310831,4,12,4,1,1,0,1,0
296,0,57.154277873382824,10,24,4,4,2,0,1,0
225,0,104.20912778200422,8,28,4,3,1,0,3,0
20,0,98.37547752903627,9,29,4,1,0,0,0,0
34,0,98.48215258082207,9,25,4,0,1,2,0,0
12,0,127.71459774873146,6,26,4,0,1,2,0,0
66,0,85.67603937010661,4,2,4,1,1,2,0,0
43,0,167.67668927929307,10,28,4,1,0,0,3,0
138,1,122.60222097372483,5,21,4,2,2,0,3,0
264,0,73.95,12,26,4,3,1,0,0,0
165,0,94.22230974579432,3,29,4,3,0,0,0,0
95,0,143.40396952162467,6,20,4,3,0,0,3,0
21,0,80.67192053941135,2,12,4,2,1,0,2,0
81,0,74.24000877986599,4,25,3,0,1,0,0,0
8,0,103.38923097347366,8,16,4,2,0,2,0,0
221,0,86.61111699716399,8,10,4,1,0,0,1,0
170,0,137.7,7,23,4,1,0,0,0,0
94,0,166.6671363963071,7,4,4,2,1,0,3,0
34,0,126.74031151297537,5,1,4,0,1,0,0,0
50,0,63.75,3,9,4,4,2,3,0,0
201,2,164.66110394882014,9,15,4,1,1,0,1,0
36,0,67.5,2,11,4,2,0,3,0,0
18,0,136.92245482776977,3,10,4,2,1,0,1,0
177,1,112.5,7,25,4,2,0,0,0,0
114,0,142.8975854974234,7,3,4,5,2,0,3,0
158,0,121.78290670401826,8,16,3,2,0,0,0,0
190,0,70.57420394983883,10,25,4,1,0,3,0,0
130,0,82.5059397032117,11,12,4,2,1,3,0,0
187,1,85.18348426050622,9,26,4,2,0,2,0,0
169,0,106.17194045726713,4,22,4,2,2,0,0,0
197,0,129.57027075960363,8,12,4,2,1,0,0,0
34,0,114.49960877868612,3,23,4,3,0,1,0,0
55,0,113.56589613742584,5,7,4,2,0,0,0,0
2,0,109.25812418788455,9,23,2,1,0,0,3,0
112,0,73.88733382189612,8,3,3,2,1,0,0,0
153,1,145.09628034089994,8,10,4,1,1,0,1,0
67,0,76.5,7,20,4,7,2,0,0,0
82,1,123.34637582592046,8,19,4,3,1,0,1,0
118,0,112.46397318141265,6,28,4,1,0,0,0,0
45,0,51.25936851425934,1,13,4,1,0,2,0,0
53,0,103.5,7,10,4,0,2,3,0,0
122,0,162.0,9,20,4,5,1,0,3,0
62,0,139.61550094401406,3,10,4,1,0,0,0,0
39,1,87.26742001488986,10,4,4,1,0,1,0,0
153,0,111.44897484388073,6,9,4,2,2,0,0,0
23,0,153.10828573561741,8,24,4,3,1,0,1,0
16,0,233.1718993262523,8,9,4,3,0,0,5,0
121,0,131.96678406896243,10,1,4,3,2,0,2,0
102,0,141.83017058727555,7,20,4,2,0,0,3,0
28,0,167.06125821253534,5,28,4,1,0,0,3,0
188,1,167.62380281526526,7,13,4,1,1,0,3,0
63,0,89.49949545427572,10,10,4,2,0,0,0,0
42,0,78.27332342192376,2,12,4,2,1,0,0,0
160,0,71.55071610369573,5,8,4,2,1,0,0,0
38,0,116.1,5,12,4,2,0,3,0,0
19,0,90.02013437268019,9,18,3,2,2,0,0,0
38,0,164.82085570606526,7,13,4,1,0,1,1,0
232,0,89.36775096860192,9,13,4,2,0,0,0,0
6,0,94.91340838965101,6,23,4,1,0,0,0,0
81,0,103.46396481667885,11,25,4,3,0,0,3,0
97,0,159.2583972113246,6,12,4,2,1,0,3,0
81,0,130.19129621672002,5,29,4,2,0,0,0,0
81,0,118.92444860868831,10,4,4,1,0,0,1,0
116,0,96.92166249275746,7,18,4,2,0,0,0,0
279,0,110.0,9,18,3,2,0,0,0,0
48,1,77.73563751642727,11,21,4,2,0,3,0,0
139,0,115.92359496575953,7,11,4,3,1,0,0,0
221,1,116.2086159005525,7,28,4,3,0,0,0,0
75,0,121.32683289149456,8,10,4,0,1,0,1,0
71,0,79.7453096798617,10,28,4,2,1,3,0,0
28,0,78.89577757809329,2,17,4,1,0,2,0,0
165,0,99.45,7,5,4,2,2,0,0,0
194,0,126.9,9,27,4,2,0,0,0,0
11,0,123.06985431011444,4,28,4,1,1,2,0,0
66,0,126.95967948249408,3,4,4,1,1,0,1,0
188,0,68.94872548103429,4,8,3,0,1,0,0,0
45,0,65.0,4,10,2,0,1,0,0,0
117,0,125.57351915010753,11,25,4,1,1,0,1,0
205,0,90.3072159051213,7,21,4,2,1,0,0,0
171,1,130.39046426832175,7,23,4,2,1,0,3,0
51,0,158.13358367725087,5,27,4,1,0,0,3,0
217,1,96.3,8,5,4,1,0,0,0,0
162,0,80.65008264468806,8,27,4,2,1,2,0,0
195,0,95.97023612472987,9,26,4,2,0,0,0,0
6,0,103.48849141169129,3,3,4,1,1,0,1,0
56,0,79.2,11,12,4,0,1,3,0,0
152,0,95.63710625920669,8,25,4,2,2,0,0,0
10,0,89.0,4,17,4,0,0,3,0,0
253,0,16.512820070658652,9,17,4,1,0,0,0,0
5,0,90.25136503377213,10,23,3,2,0,2,0,0
217,0,122.35546273008315,9,16,3,1,2,0,2,0
17,0,88.70952178270075,7,29,3,3,1,0,0,0
101,0,122.80294168199187,5,4,4,3,0,0,1,0
25,0,136.89192392548296,9,15,4,2,1,3,0,0
3,0,122.06219645918391,7,28,4,1,0,3,0,0
36,0,135.9,8,11,4,1,0,0,0,0
189,0,107.92919588254476,10,28,4,1,1,0,1,0
6,0,112.48147653005746,10,29,2,2,0,0,3,0
204,1,85.5,10,20,4,4,0,3,0,0
73,0,206.199012289066,6,3,4,2,2,0,5,0
194,1,103.03129088116059,8,12,3,2,1,0,0,0
4,0,85.70758382828838,7,18,2,1,0,1,0,0
7,0,112.4383221569197,2,27,4,2,2,0,3,0
151,1,161.74427056008633,8,23,4,2,2,0,3,0
95,0,76.5,8,12,4,2,0,0,0,0
213,1,107.42037740659214,8,2,4,3,0,0,1,0
40,0,104.10727617768993,6,27,4,5,1,3,0,0
146,0,98.5861541243944,8,22,4,4,0,0,0,0
81,0,74.32791144616235,3,25,3,0,1,0,0,0
28,0,100.91086528640946,4,17,3,2,1,0,0,0
92,2,70.85948965105779,7,6,4,3,1,0,0,0
98,0,143.57130560342483,6,20,4,3,0,0,3,0
84,0,139.72946962293344,7,26,4,3,0,0,3,0
60,0,121.06714404058654,9,6,4,2,0,0,3,0
2,0,65.0,8,12,2,0,0,0,0,0
168,0,137.7,7,22,4,1,0,0,0,0
192,0,96.80699512055003,9,20,4,2,1,0,0,0
143,0,143.77892027854642,9,21,4,3,1,0,2,0
50,0,63.75,3,10,4,2,1,3,0,0
46,0,79.2,11,11,4,1,0,3,0,0
350,0,73.43158215709258,12,28,4,3,0,0,0,0
8,0,119.25828941535745,4,25,4,1,0,3,0,0
161,0,120.46757868508205,6,19,3,2,1,0,0,0
238,0,110.78613576347148,6,14,4,2,0,0,0,0
24,0,127.81028409490841,4,21,4,1,1,0,0,0
179,0,137.62260866800827,8,22,4,0,1,0,3,0
148,0,176.437104768379,8,3,4,1,1,0,2,0
97,0,77.81208661774734,4,11,4,1,0,0,0,0
36,0,137.15235663932415,5,10,4,1,1,0,0,0
194,0,86.62514479642131,7,9,4,1,2,0,1,0
3,0,137.5959410661268,8,6,4,1,0,3,0,0
41,0,116.1,5,9,4,3,1,3,0,0
54,0,159.3,5,3,4,1,0,0,2,0
172,1,104.44106757399459,9,25,4,2,0,0,3,0
13,0,187.47206219741912,6,3,4,1,1,0,3,0
193,0,163.4408368431274,8,26,4,2,2,0,4,0
34,1,99.86356646411639,8,27,4,2,1,3,0,0
185,1,105.3,7,18,4,1,0,0,0,0
37,0,236.01066256331572,10,19,4,1,0,0,5,0
218,0,87.2054010500383,7,2,4,3,0,0,0,0
217,0,96.10894267037712,8,10,4,1,0,0,0,0
18,0,65.61550345698961,2,7,4,4,1,1,0,0
174,0,70.26791729868604,9,9,3,1,0,0,0,0
44,0,66.46067050516125,2,11,3,1,0,1,0,0
30,0,135.9,7,8,4,1,0,0,0,0
122,0,76.5,7,11,4,0,1,0,0,0
118,0,94.91115362326302,5,6,3,1,0,2,0,0
5,0,122.33996699480767,8,17,3,1,0,0,0,0
52,0,63.75,3,9,4,3,0,2,0,0
19,1,233.0187352843306,8,19,4,4,1,0,5,0
308,1,76.69500749242948,11,24,4,3,0,3,0,0
16,1,139.53409860843868,10,28,4,1,1,0,0,0
9,0,94.99443059951275,3,30,2,0,0,0,0,0
8,0,124.71695248730724,2,10,4,2,0,0,2,0
62,0,132.3,9,20,4,1,0,0,3,0
91,0,106.87580924034289,8,19,4,2,1,2,0,0
256,0,92.57260816148482,9,5,4,3,0,0,0,0
46,0,124.26614704625788,3,21,4,2,0,0,2,0
13,0,129.0,8,23,4,2,0,3,0,0
114,0,103.95390897404135,4,28,4,3,1,0,3,0
44,0,190.45107238092226,7,11,4,3,0,0,5,0
53,0,125.90874501351037,4,18,4,2,0,0,1,0
69,1,136.70590664668222,8,4,4,2,1,0,0,0
284,0,119.02263832368578,9,13,3,2,0,0,0,0
25,0,89.05441821542313,7,24,4,0,1,3,0,0
170,2,114.75,8,3,4,4,2,0,0,0
80,1,148.7223364890874,8,8,4,2,0,0,3,0
140,0,117.19010494063428,7,9,4,2,2,0,2,0
4,0,143.5817535038152,6,16,2,2,1,0,3,0
33,0,193.97031437417087,7,8,4,2,0,0,1,0
37,0,131.4,6,2,4,1,0,0,3,0
64,0,149.4,8,9,4,1,0,0,3,0
146,1,116.94651811992678,8,1,4,6,1,0,0,0
225,0,106.24660133262996,9,16,4,3,1,0,0,0
173,0,85.67453070457151,7,3,4,2,0,3,0,0
13,0,147.90260644067047,10,13,4,4,1,0,4,0
80,0,75.40295670832604,4,25,3,1,2,0,0,0
119,0,94.65025936597219,4,5,4,2,0,1,1,0
61,0,99.9,6,21,4,0,1,0,0,0
88,0,113.82858545592839,7,4,4,3,0,0,0,0
9,0,95.0,4,7,4,1,0,0,0,0
6,0,198.63074788027984,4,20,4,3,1,0,5,0
203,0,87.90882404926174,7,17,4,2,0,0,0,0
127,0,114.49057960397772,6,20,4,4,2,0,1,0
72,0,127.30077568291765,6,9,4,1,0,0,1,0
122,0,76.5,7,12,4,2,1,0,0,0
27,0,101.15198653595489,4,19,2,2,0,0,0,0
288,0,116.15448244582352,8,17,3,2,0,1,0,0
109,1,76.5,7,11,4,1,1,0,0,0
163,0,132.24446119785904,7,19,4,3,1,0,0,0
178,0,80.47538881213508,8,26,4,3,0,3,0,0
34,0,215.44371595681372,8,22,4,0,1,0,5,0
22,0,111.1415927332311,9,28,4,1,1,3,0,0
37,0,147.10548627950493,9,24,4,4,1,0,3,0
44,0,135.15619303064457,5,27,2,2,1,0,3,0
57,0,76.12303189755929,12,15,4,3,1,3,0,0
56,0,168.3,9,21,4,2,0,0,3,0
82,0,76.5,7,25,4,1,2,0,0,0
162,0,96.49369778584597,7,7,4,2,0,3,0,0
90,0,142.7063718106469,6,19,4,3,1,0,1,0
267,1,150.17467948804907,11,24,4,3,2,1,1,0
3,0,65.1138149388078,10,20,2,0,1,0,0,0
38,0,124.6082766295204,10,12,4,4,1,0,2,0
386,0,90.0,10,23,3,0,2,1,0,0
17,0,83.19276520126763,10,27,3,2,1,0,0,0
152,0,71.74266162568475,5,9,4,3,1,0,0,0
50,0,119.4140448103443,4,6,4,4,1,0,0,0
110,0,130.80733541533078,7,1,4,3,0,0,1,0
50,0,111.8487586372652,4,7,3,2,0,0,0,0
50,0,125.12833779880512,8,17,4,2,0,3,0,0
232,0,90.17569900976008,8,22,4,3,1,0,0,0
6,0,95.0,4,10,0,10,5,0,0,0
6,0,130.5785029459373,8,12,4,1,1,0,0,0
59,0,76.2849043907952,7,12,4,4,1,0,0,0
107,0,78.24597106356043,11,10,4,1,1,2,0,0
46,0,107.1,4,4,4,1,1,3,0,0
44,1,100.27296305437359,8,19,4,1,1,0,0,0
116,0,95.11272166339053,9,20,4,2,1,1,0,0
62,0,143.18050014582047,5,6,4,0,0,0,0,0
38,0,142.33137914174358,3,25,4,1,0,0,0,0
195,0,129.73295676714554,8,8,4,3,0,0,2,0
9,0,169.0,7,23,4,0,0,0,0,0
153,0,112.29411361543242,7,7,4,4,1,0,0,0
112,0,94.33018171231286,8,24,3,1,2,1,0,0
95,1,65.22577103710147,7,4,3,2,0,0,0,0
322,0,156.90759736743516,9,29,4,3,1,0,1,0
181,0,98.1,10,11,4,1,0,3,0,0
231,0,139.662372301032,9,7,4,4,0,0,0,0
43,0,74.8,11,26,4,6,2,1,0,0
32,1,67.5,7,5,4,3,0,0,0,0
143,0,89.41691577880994,7,14,4,3,2,2,0,0
196,0,86.03631239386647,8,7,4,1,0,1,1,0
114,0,107.07449052402646,5,7,4,3,0,0,2,0
296,1,117.55192484841837,9,22,4,2,0,0,0,0
14,0,142.0,4,14,4,1,0,0,3,0
11,0,108.69142796104954,10,2,4,1,1,0,1,0
36,0,66.1162399841215,1,12,4,1,0,2,0,0
64,0,86.78970144616463,10,18,4,1,1,0,0,0
115,0,145.20831646550215,7,4,4,5,2,0,3,0
54,0,134.56479493312304,8,9,4,1,1,0,0,0
75,0,120.60364919479034,9,10,3,0,1,0,0,0
147,0,127.17555251415655,8,11,4,4,0,0,0,0
17,0,175.77452859640493,8,17,4,2,1,0,3,0
221,1,77.46681691891197,10,29,4,3,0,3,0,0
126,0,79.2,11,12,4,1,1,3,0,0
4,0,79.75699808587122,7,23,4,2,1,0,0,0
105,0,85.56910861093152,3,24,4,5,2,2,0,0
7,0,158.85112611676942,4,9,4,3,1,0,3,0
14,0,160.57964534437585,9,22,4,0,0,0,0,0
160,0,102.90550947840423,6,13,4,1,2,0,0,0
42,0,105.64646777656344,6,28,4,4,1,3,0,0
129,0,132.3,10,13,4,1,1,0,3,0
37,0,198.822041696412,5,15,4,3,1,0,4,0
92,0,175.65395387711638,4,21,4,2,1,0,3,0
99,0,90.98563311238112,9,26,4,1,0,0,0,0
12,0,136.38091601627582,6,7,4,1,0,2,0,0
236,0,80.64780371767348,10,27,4,4,1,1,0,0
13,0,65.58524044399572,11,25,4,8,3,0,0,0
33,0,141.75772074786906,3,24,4,2,0,0,1,0
55,2,79.54318290827034,10,8,4,4,0,0,0,0
111,0,85.89402207610152,6,28,3,2,1,0,1,0
44,0,108.65664175631564,5,19,4,1,2,0,0,0
214,0,90.9,8,11,4,3,0,0,0,0
72,1,76.5,7,7,4,5,2,0,0,0
274,0,109.60003787541606,5,17,3,0,1,1,0,0
151,0,199.18689068510176,7,22,3,1,1,0,2,0
259,0,89.37382054707548,8,5,3,3,0,0,0,0
159,0,119.85,5,26,4,2,0,0,0,0
92,0,107.25098672838148,7,20,4,2,2,2,0,0
233,0,105.42041054767942,9,27,4,5,2,0,1,0
169,1,130.05,8,11,4,3,1,0,3,0
99,0,157.66704515126122,4,13,4,2,0,0,3,0
96,0,170.2771458252874,4,21,4,3,1,0,4,0
21,0,155.45338704293826,4,10,4,1,0,0,3,0
79,0,99.76231252830345,3,24,4,2,1,0,1,0
79,0,140.4,5,20,4,1,1,0,3,0
42,0,85.83437802424493,10,6,4,1,0,0,0,0
173,2,168.18524487707512,7,8,4,1,0,0,4,0
241,0,86.046375217054,8,3,4,1,0,1,0,0
113,0,89.25,5,9,4,3,1,0,0,0
234,1,105.16963983685076,8,6,4,1,0,0,0,0
71,0,106.69914677237828,4,24,4,3,1,0,3,0
50,0,94.32581096408438,10,18,4,2,1,0,0,0
70,0,110.89614065751466,5,27,4,2,1,1,0,0
18,0,98.5885162150676,6,29,4,3,2,0,0,0
182,0,100.3,5,5,4,3,2,0,0,0
159,1,129.73273718191388,7,16,4,2,1,0,1,0
36,0,190.73466294156506,4,6,4,2,0,0,5,0
72,0,119.56152693613888,4,14,4,2,1,0,0,0
13,0,148.2121371853306,9,15,4,4,0,0,3,0
10,0,149.98234562330987,3,27,4,2,2,0,3,0
26,0,145.3310705165564,8,10,4,1,0,0,3,0
10,0,95.0,3,28,2,0,0,0,0,0
9,0,94.30777802581177,2,28,2,1,0,0,0,0
45,0,125.55589241303814,6,27,4,1,0,2,0,0
210,1,96.3,10,19,4,4,0,0,0,0
96,0,138.0,9,28,3,1,1,1,4,0
18,0,116.81351655266432,7,4,4,0,1,3,0,0
184,0,67.77281071121229,3,23,4,3,2,0,0,0
286,1,80.69355406175569,12,29,4,2,1,3,0,0
134,0,93.7681850800492,5,16,4,3,0,2,0,0
177,1,109.8270523395292,7,23,4,1,1,0,2,0
24,0,158.14991569450478,9,17,4,3,0,0,0,0
52,0,88.0,11,3,4,2,0,3,0,0
18,0,139.83403199536946,5,7,4,1,1,0,3,0
78,0,150.1793415845983,9,14,4,2,0,0,3,0
106,1,117.51620349598409,10,20,4,3,0,0,0,0
159,0,114.61904997342278,8,8,3,2,0,0,0,0
206,1,103.01890537432635,9,5,4,4,1,0,0,0
264,0,101.13220172453602,9,11,4,4,0,0,0,0
208,0,103.30726728173858,7,20,4,2,0,0,0,0
6,0,103.95225493913395,4,16,4,1,0,3,0,0
97,0,80.57764845069154,10,28,3,1,1,0,0,0
198,0,105.99567166331853,5,13,4,3,1,0,0,0
16,0,65.6869494255167,2,15,3,2,1,1,0,0
97,0,78.52809451874104,3,11,4,1,1,0,0,0
143,0,85.5,7,26,4,1,1,3,0,0
207,0,90.94902881538528,6,30,4,4,2,0,0,0
59,0,85.36088242992447,3,10,4,3,0,0,3,0
247,2,115.96696324761524,9,15,4,2,0,0,0,0
117,0,125.33446464145092,9,18,3,0,1,0,0,0
33,0,98.49270036948698,4,17,4,2,2,0,0,0
197,0,70.14217612603252,12,1,4,2,0,0,0,0
192,0,93.54323729467505,7,10,4,4,0,0,0,0
264,0,73.95,12,26,4,3,1,0,0,0
153,1,182.55469774478016,6,20,4,2,2,0,5,0
33,1,193.36130961934225,8,8,4,2,1,0,0,0
193,0,123.97004499744699,7,21,4,2,0,0,0,0
154,0,117.95399124854889,6,5,4,4,1,0,3,0
128,0,114.3,8,6,4,4,1,0,0,0
149,0,106.2,6,1,4,3,0,0,0,0
56,0,111.67276567952459,11,9,4,2,0,0,0,0
62,0,99.62643125900622,5,19,4,1,1,0,0,0
81,0,126.9,5,19,4,1,1,0,0,0
71,0,75.94180111322672,10,15,4,9,3,2,0,0
72,0,118.52120121452258,4,14,4,2,0,0,2,0
277,0,100.4901208602841,8,12,4,3,1,0,0,0
29,0,147.29682327261997,4,22,4,2,1,0,3,0
247,0,111.26111579598425,6,6,3,1,1,1,0,0
157,0,79.87623239499693,8,24,4,4,2,2,0,0
182,1,103.52157059109572,7,30,4,2,2,0,0,0
126,0,80.42704077693398,9,12,3,1,1,0,0,0
159,0,120.75045221447274,5,27,4,2,0,0,1,0
209,1,128.05897637610687,10,21,4,2,2,0,3,0
175,0,127.09604463748643,8,10,4,0,0,0,0,0
79,0,72.67607918967185,3,29,4,6,1,3,0,0
31,0,125.1,8,6,4,1,1,3,0,0
21,0,118.77450180473764,9,19,3,1,0,2,0,0
168,0,105.47658173005081,6,20,4,1,1,0,0,0
187,1,122.50094667815452,8,9,4,4,1,0,0,0
195,0,94.96881904024053,9,29,4,1,1,0,0,0
216,1,64.05878311161271,11,19,4,2,1,3,0,0
108,0,87.9948175158912,4,28,4,3,2,3,0,0
181,1,90.90518650822713,9,27,4,2,0,0,0,0
158,0,85.64768137601465,8,26,4,0,0,3,0,0
35,0,71.1,3,10,4,1,0,0,0,0
152,1,131.23462423033095,6,28,4,2,1,0,0,0
234,0,97.43331457493382,8,27,4,2,0,0,0,0
55,0,63.75,3,11,4,2,2,0,0,0
69,0,73.11345589908031,3,12,4,1,1,0,0,0
30,0,78.39581175249401,11,23,4,2,0,1,0,0
20,0,90.42185927349577,3,6,4,0,1,0,0,0
59,0,92.95445181913473,4,11,4,3,0,0,0,0
220,0,102.85,10,2,4,3,1,0,0,0
5,0,156.0,5,18,4,2,1,0,3,0
163,0,146.7,8,13,4,1,1,0,0,0
207,0,112.04159185618404,9,25,4,2,1,0,0,0
77,0,116.1,5,1,4,2,0,3,0,0
323,0,182.66442776470697,11,30,3,2,0,0,3,0
137,1,104.10216622508065,6,28,4,3,0,0,3,0
